country_name,year,DM_age_15.19_p,DM_age_20.24_p,DM_age_25.29_p,DM_age_30.34_p,DM_age_35.39_p,DM_age_40.44_p,DM_age_45.49_p,DM_age_marr_mean,DM_age_mean,DM_born_rural_p,DM_marr_p,DM_nvr_marr_p,DM_urban_p,drought_spei03_n1_share12,drought_spei03_n1_share36,drought_spei03_n1_share60,drought_spei03_n1.5_share12,drought_spei03_n1.5_share36,drought_spei03_n1.5_share60,drought_spei03_n2_share12,drought_spei03_n2_share36,drought_spei03_n2_share60,ED_attainment_no_educ_p,ED_attainment_primary_completed_p,ED_attainment_primary_p,ED_attainment_secondary_completed_p,ED_attainment_secondary_higher_p,ED_attainment_secondary_p,ED_educ_years_mean,ED_litt_p,EI_elec_p,EI_fridge_p,EI_radio_p,EI_tv_p,EI_women_elec_p,EI_women_fridge_p,EI_women_radio_p,EI_women_tv_p,ER_elec_rural_p,ER_elec_urban_p,FF_ASFR_15.19,FF_ASFR_20.24,FF_ASFR_25.29,FF_ASFR_30.34,FF_ASFR_35.39,FF_ASFR_40.44,FF_ASFR_45.49,FF_ASFR_SE_15.19,FF_ASFR_SE_20.24,FF_ASFR_SE_25.29,FF_ASFR_SE_30.34,FF_ASFR_SE_35.39,FF_ASFR_SE_40.44,FF_ASFR_SE_45.49,FF_GFR,FF_TFR,FP_desired_mean,gdp_pc,HD_children_mean,HD_size_defacto_mean,HD_size_dejure_mean,HD_women_children_mean,HD_women_size_mean,hdi,HH_bicycle_p,HH_car_p,HH_floor_high_p,HH_floor_low_p,HH_motorcycle_p,HH_time_water_mean,HH_toilet_high_p,HH_toilet_low_p,HH_water_high_p,HH_water_low_p,HH_women_floor_high_p,HH_women_floor_low_p,HH_women_time_water_mean,HH_women_toilet_high_p,HH_women_toilet_low_p,HH_women_water_high_p,HH_women_water_low_p,HL_CMR,HL_IMR,HL_NNMR,HL_PNNMR,HL_U5MR,pre_max12,pre_max36,pre_max60,pre_mean12,pre_mean36,pre_mean60,pre_min12,pre_min36,pre_min60,pre_sum12,pre_sum36,pre_sum60,RH_age_first_birth_mean,RH_age_first_sex_mean,RH_children_born_mean,RH_children_living_mean,RH_contr_modern_know_p,RH_contr_modern_p,RH_contr_p,tmp_max12,tmp_max36,tmp_max60,tmp_mean12,tmp_mean36,tmp_mean60,tmp_min12,tmp_min36,tmp_min60,WK_working_p,WL_wealth_gini,WL_wealth_mean,WL_wealth_median,FP_desired_daugh_mean,FP_desired_sons_mean,RH_family_planning_mobile_p,RH_family_planning_radio_p,RH_family_planning_tv_p,WK_working_agri_p,RH_family_planning_news_p,WK_working12_p,DM_age_diff_0_p,DM_age_diff_10plus_p,DM_age_diff_5_9_p,DM_age_diff_5minus_p,DM_age_diff_mean,EI_telephone_p,EI_women_telephone_p,DP_decide_health_p,DP_decide_large_purchase_p,DP_decide_money_p,DP_decide_visits_p,EI_modern_cooking_p,EI_news_week_p,EI_radio_week_p,EI_tv_week_p,EI_women_modern_cooking_p,HL_smoke_cig_p,HL_smoke_p,WK_working_paid_p,HL_number_cigarettes_mean,HL_smoke10_p,HL_smoke15_p,HL_smoke5_p,NT_women_anemia_any_p,DV_phys_12m_p,DV_phys_or_sex_partner_12m_p,DV_phys_or_sex_partner_p,DV_phys_p,DV_phys_partner_12m_p,DV_phys_partner_p,DV_sex_12m_p,DV_sex_p,DV_sex_partner_12m_p,DV_sex_partner_p,ED_litt_whole_p,DP_earn_more_equal_p,DP_earn_more_p,HL_health_insur_p,HH_watch_p,DP_owns_house_p,DP_owns_land_p,DP_decide_contraception_p,EI_computer_p,DP_decide_no_contraception_p,EI_internet_day_p,EI_internet_week_p,EI_mobile_p
Zambia,1992,27.30,20.23,16.71,13.19,9.45,7.37,5.76,17.13,27.09,61.37,63.72,24.04,40.18,0.48,0.33,0.34,0.30,0.14,0.16,0.09,0.03,0.05,18.08,30.09,61.10,2.66,20.82,19.20,4.92,100.00,15.36,5.66,35.59,6.72,17.98,7.00,41.36,8.70,2.87,28.84,162.69,295.67,267.11,251.82,203.57,102.69,30.00,15.93,16.78,23.22,21.55,27.94,21.81,18.36,222.10,6.57,6.03,2156.27,1.09,5.15,5.35,1.47,7.18,0.40,19.15,3.27,2.26,60.67,0.88,20.10,17.23,81.56,20.44,61.70,2.48,56.37,20.23,20.20,78.49,23.51,58.71,91.02,116.43,46.32,70.11,196.43,194.36,295.01,316.93,62.48,71.00,74.52,0.00,0.00,0.00,749.73,2556.15,4470.92,18.13,15.81,3.16,2.58,85.17,6.01,10.49,24.94,26.22,26.50,22.12,22.07,22.10,17.08,17.06,17.05,49.74,0.55,19.75,15.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,1993,20.05,18.28,16.79,14.54,11.98,10.03,8.33,19.95,29.09,32.38,53.94,33.79,74.90,0.14,0.16,0.19,0.00,0.05,0.05,0.00,0.01,0.01,3.79,16.69,38.02,15.39,58.20,47.88,7.17,100.00,91.11,56.41,86.56,77.58,93.26,62.99,89.64,83.80,71.32,98.72,80.68,170.33,148.37,99.23,58.59,21.71,2.68,10.19,14.52,13.12,12.85,10.37,7.68,2.10,105.87,2.91,2.53,7514.13,0.63,4.46,4.49,0.75,5.58,0.61,36.28,13.05,44.27,10.93,6.39,14.20,27.24,18.35,3.49,14.50,48.43,8.81,14.66,28.66,14.95,3.02,11.93,6.86,23.02,15.12,7.90,29.71,278.57,354.73,383.81,174.88,182.83,179.86,72.73,55.65,51.64,2098.51,6581.72,10791.65,21.43,19.46,1.93,1.82,98.98,37.17,45.23,22.66,22.81,23.15,22.03,21.99,22.03,21.45,21.19,21.16,46.27,0.30,53.61,56.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,1993,2.99,9.60,13.91,12.98,12.37,10.16,8.61,18.89,23.27,37.54,65.61,,36.99,0.05,0.11,0.14,0.00,0.03,0.06,0.00,0.01,0.02,31.79,3.59,18.14,11.37,20.68,16.47,3.32,86.61,94.35,57.86,63.62,78.38,67.01,41.03,46.63,56.73,88.73,98.36,169.18,260.71,233.84,154.09,88.21,37.96,6.40,13.41,11.59,9.96,9.46,8.30,5.84,2.91,160.20,4.75,1.98,6331.37,0.86,5.34,5.46,0.84,4.82,0.56,12.90,,56.47,28.93,,,87.65,12.35,74.30,14.34,37.56,22.16,,62.25,8.74,51.03,11.27,20.65,57.33,30.25,27.09,76.62,18.74,24.75,25.55,4.39,4.70,4.91,0.03,0.02,0.02,52.74,169.25,294.83,19.56,,2.66,2.27,70.28,29.71,31.29,28.48,28.49,29.06,20.98,21.33,21.33,12.23,11.93,11.51,14.46,0.37,73.98,78.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,1993,17.17,17.60,18.39,16.68,12.73,9.46,7.97,18.45,29.25,56.03,72.06,18.31,32.73,0.24,0.26,0.29,0.05,0.11,0.12,0.00,0.03,0.03,40.52,38.52,50.24,2.03,9.24,7.71,4.83,100.00,26.08,7.82,40.41,11.64,28.46,10.54,44.16,14.99,6.13,65.83,110.68,227.61,236.14,212.18,148.34,84.65,21.35,20.45,33.00,24.97,29.80,25.48,26.64,15.27,180.73,5.20,4.65,2018.54,0.82,3.88,3.97,1.22,5.50,0.47,23.36,2.40,13.56,18.63,1.72,20.03,5.58,74.85,12.57,45.58,15.23,16.85,20.24,6.75,72.51,14.72,43.91,59.22,68.70,41.31,27.39,123.47,231.10,280.98,305.59,87.65,90.40,90.48,3.91,0.41,0.41,1051.84,3254.28,5428.90,19.93,16.91,3.00,2.53,89.74,8.93,17.64,29.41,29.77,30.18,27.20,27.14,27.13,25.35,24.94,24.91,74.37,0.36,24.02,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1993,6.50,16.03,17.29,14.49,12.49,9.97,8.64,17.76,26.70,,79.63,,25.04,0.18,0.11,0.11,0.06,0.03,0.03,0.00,0.00,0.00,43.97,2.90,17.53,0.02,23.73,20.30,3.10,95.49,61.02,8.98,43.58,24.45,53.87,8.58,40.19,23.01,53.40,84.27,,,,,,,,,,,,,,,129.20,3.42,2.61,2097.71,0.82,5.51,5.57,0.86,5.75,0.49,35.33,1.87,,,9.23,16.69,22.15,76.14,21.11,34.71,,,14.18,18.60,62.34,18.59,29.89,25.82,62.64,37.66,24.98,86.62,365.47,457.40,507.34,119.52,127.32,131.61,3.11,2.28,1.68,1434.22,4583.58,7896.48,19.25,,2.60,2.30,78.95,29.69,34.62,28.70,29.11,29.30,23.10,23.16,23.25,16.06,15.50,15.31,31.14,0.30,36.65,31.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,1993,22.79,22.77,16.50,14.26,10.07,8.01,5.60,18.22,27.50,82.64,60.66,30.57,25.27,0.12,0.19,0.11,0.01,0.04,0.02,0.00,0.00,0.00,17.84,18.69,55.90,4.86,26.26,25.48,6.14,100.00,14.30,3.67,53.22,7.41,16.59,5.77,60.62,11.51,3.78,39.32,104.22,254.30,235.04,190.32,138.37,63.97,52.03,12.65,17.77,20.00,19.56,20.01,17.28,24.16,175.94,5.19,3.65,2653.11,0.88,4.72,4.69,1.25,6.58,0.46,22.12,,1.44,65.36,,27.12,13.29,80.67,23.54,50.06,1.96,64.14,28.24,15.08,79.42,24.36,52.11,38.74,60.94,27.74,33.20,96.77,185.87,237.08,247.13,92.45,83.19,90.19,30.80,10.90,10.51,1109.43,2994.86,5411.12,19.01,16.45,3.02,2.68,95.49,21.43,26.61,22.72,23.14,23.14,21.28,21.47,21.37,19.63,19.62,19.60,49.36,0.54,21.32,17.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,1993,22.93,19.99,16.27,14.43,11.75,8.73,5.90,17.64,27.98,67.91,61.01,24.70,20.78,0.32,0.25,0.23,0.16,0.14,0.10,0.10,0.07,0.04,23.12,2.72,51.79,0.81,25.07,23.86,3.46,100.00,7.94,1.56,34.69,3.42,10.98,2.31,40.97,5.24,1.36,39.20,174.79,274.95,258.82,219.90,181.03,90.12,22.11,14.42,22.18,19.70,23.49,21.28,21.12,15.46,212.37,6.11,6.60,1464.64,1.04,4.67,5.03,1.28,6.38,0.44,3.77,1.20,10.19,40.28,0.87,20.61,2.34,77.60,6.26,82.97,13.16,38.56,20.59,3.12,75.75,8.01,79.32,76.08,94.40,39.66,54.74,163.16,359.33,372.14,391.60,96.22,93.87,98.30,8.70,7.80,6.08,1154.59,3379.21,5897.72,18.74,16.32,3.23,2.62,59.14,3.96,12.74,25.97,26.33,26.36,23.45,23.47,23.48,19.78,19.70,19.63,76.26,0.44,13.22,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,1993,22.93,20.18,16.31,13.40,10.63,9.61,6.93,17.31,28.20,83.93,72.74,16.67,12.64,0.54,0.34,0.24,0.35,0.18,0.12,0.22,0.09,0.06,38.26,9.07,55.66,1.74,6.08,5.95,3.30,95.02,3.57,,37.34,,4.56,,42.67,,1.40,19.97,154.10,291.24,279.90,256.13,195.97,115.46,52.14,11.42,13.80,14.82,15.65,15.42,16.59,16.34,223.80,6.72,4.96,751.23,0.87,4.42,4.52,1.14,5.73,0.34,23.31,0.99,0.05,85.94,0.90,29.65,2.63,96.72,7.86,50.90,0.08,83.26,30.13,3.55,95.44,9.10,49.23,106.28,126.94,41.21,85.73,219.60,189.75,286.37,331.76,63.03,76.97,85.25,0.03,0.03,0.02,756.32,2771.08,5114.93,18.82,,3.40,2.54,87.93,8.03,13.22,25.24,25.68,26.12,22.47,22.34,22.27,18.23,18.17,18.17,31.97,0.49,12.32,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,1993,22.96,18.24,16.31,14.63,12.68,8.06,7.13,18.75,28.33,64.00,54.89,39.41,47.27,0.18,0.14,0.15,0.06,0.04,0.05,0.00,0.00,0.00,63.51,6.93,17.37,2.50,19.11,17.05,2.51,95.43,53.52,33.25,83.85,59.85,55.00,36.17,87.21,65.44,22.62,88.02,35.77,137.99,179.00,184.78,137.48,90.52,31.48,7.35,14.56,15.25,18.97,18.57,21.30,10.91,125.37,3.98,3.41,3551.27,0.93,5.84,5.97,1.08,7.55,0.48,11.93,10.43,38.83,26.01,10.37,,57.75,39.29,44.93,40.66,40.32,25.33,,58.10,38.41,46.49,40.71,19.93,56.63,31.27,25.35,75.39,64.19,78.56,90.37,23.23,25.64,26.06,3.79,1.19,0.21,278.77,923.10,1563.41,20.91,,2.41,2.11,96.70,19.76,23.09,27.61,27.91,27.95,17.51,17.90,17.93,9.21,9.03,8.95,17.89,0.37,49.68,51.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,1993,22.10,18.54,18.97,14.60,11.59,8.14,6.06,14.76,27.73,80.01,82.63,12.91,25.98,0.12,0.21,0.21,0.05,0.08,0.09,0.00,0.00,0.03,84.93,1.60,9.52,0.29,5.55,5.34,0.90,97.84,8.54,3.99,39.29,7.13,9.51,5.12,44.45,8.96,0.19,24.36,203.69,306.77,298.41,259.71,186.92,89.51,35.16,16.50,16.75,20.26,22.97,19.43,19.74,15.93,243.33,6.90,8.01,839.01,1.44,6.37,6.57,1.91,8.76,0.22,5.68,2.72,1.36,79.12,4.24,20.44,1.60,84.09,8.65,69.65,1.31,78.06,20.51,1.64,83.16,9.39,69.51,197.34,114.60,39.56,75.04,288.08,140.41,170.77,185.39,31.24,30.23,29.87,0.00,0.00,0.00,374.92,1088.21,1792.49,18.01,14.86,3.76,2.62,65.72,3.80,6.10,33.69,34.21,34.60,28.30,28.60,28.51,21.22,21.22,19.94,45.66,0.47,12.79,9.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,1993,5.15,12.18,17.91,12.75,11.15,8.27,7.15,17.74,23.03,,72.51,,20.20,0.07,0.11,0.14,0.01,0.01,0.04,0.00,0.00,0.00,62.49,3.05,5.22,1.12,6.86,5.88,0.89,80.24,60.65,14.82,36.72,25.72,45.95,11.88,29.93,20.72,47.97,93.92,84.36,201.68,243.42,189.50,116.78,60.05,51.85,8.95,13.32,16.83,16.04,12.75,14.97,20.51,159.29,4.74,3.48,3419.99,1.22,6.72,7.15,1.19,6.32,0.42,25.62,,,,8.77,42.92,24.32,75.35,27.82,31.84,,,33.49,18.92,55.48,21.45,23.65,25.79,76.11,45.79,30.33,99.86,95.19,129.44,133.78,30.20,30.92,29.64,2.63,0.99,0.76,362.34,1113.22,1778.49,19.18,,3.00,2.65,52.49,5.98,7.66,30.45,30.81,30.82,21.30,21.33,21.34,9.83,9.23,9.23,14.53,0.48,39.97,33.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,1993,21.67,19.30,16.57,13.88,12.96,9.85,5.77,16.35,28.22,65.28,72.91,22.82,35.47,0.22,0.32,0.22,0.00,0.05,0.03,0.00,0.00,0.00,75.17,8.88,16.80,1.45,8.04,7.63,1.59,100.00,20.48,7.88,67.69,13.15,23.01,10.11,73.97,17.67,2.25,45.32,142.48,259.97,285.02,239.30,181.64,95.80,37.06,13.24,15.73,16.67,17.67,18.93,15.22,16.79,207.75,6.21,6.10,1787.59,1.86,8.60,8.83,2.80,13.00,0.36,10.44,3.05,22.82,48.29,3.95,23.58,8.67,64.56,21.55,57.48,26.40,44.41,23.74,9.57,61.73,24.95,54.95,71.37,74.69,36.71,37.98,140.55,232.45,241.10,364.40,57.08,55.61,61.55,0.10,0.00,0.00,685.01,2001.93,3693.06,18.94,16.24,3.40,2.71,66.42,4.05,6.79,30.43,31.01,31.01,27.38,27.45,27.34,24.64,23.51,23.23,46.30,0.40,26.17,22.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,1993,26.60,20.89,16.53,13.28,9.48,7.32,5.90,17.20,27.15,60.63,63.07,24.28,39.73,0.45,0.34,0.34,0.26,0.15,0.16,0.07,0.03,0.05,16.92,27.52,60.88,2.73,22.20,20.35,5.08,100.00,15.42,5.71,37.18,8.99,18.34,7.26,43.14,11.51,2.72,29.64,161.87,291.75,268.98,245.94,197.26,94.86,28.19,15.64,16.54,23.36,21.47,26.37,21.13,16.99,220.00,6.44,5.89,2136.09,1.09,5.15,5.33,1.46,7.13,0.40,20.45,3.07,2.06,61.65,0.82,22.09,16.79,82.18,20.50,59.77,2.35,57.20,22.06,19.89,78.93,22.57,57.64,91.79,114.82,43.74,71.08,195.76,201.59,283.37,302.18,65.01,69.87,73.20,0.00,0.00,0.00,780.08,2515.30,4392.10,18.19,15.84,3.14,2.56,87.74,7.10,12.65,25.37,26.38,26.59,22.18,22.15,22.15,17.09,17.06,17.05,49.92,0.52,20.40,16.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,1994,11.49,18.21,17.58,13.40,10.73,8.23,5.72,14.24,25.07,,79.63,,8.84,,,,,,,,,,46.05,8.90,25.94,1.78,13.37,11.56,2.00,92.34,16.14,,25.29,6.26,14.98,,24.67,6.41,10.16,61.89,144.42,196.17,149.95,100.47,52.74,20.26,12.40,8.23,9.81,11.41,11.73,9.30,6.89,7.16,131.22,3.38,2.14,1319.01,0.88,5.33,5.45,0.85,5.54,0.42,16.71,,0.00,91.08,,13.04,0.00,100.00,3.69,7.52,0.00,77.04,11.38,,,3.34,5.98,45.50,87.31,53.32,33.99,128.77,,,,,,,,,,,,,17.23,,2.94,2.40,85.15,30.65,37.85,,,,,,,,,,13.80,0.38,22.58,17.96,0.93,1.18,7.25,35.15,13.29,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,1994,19.72,17.81,16.56,14.61,12.25,10.53,8.51,20.00,29.29,32.39,54.33,33.02,75.11,0.18,0.20,0.23,0.00,0.07,0.07,0.00,0.01,0.01,3.68,16.36,37.07,16.06,59.25,48.63,7.27,100.00,91.47,57.90,87.38,79.59,93.50,64.17,90.28,85.19,71.81,98.98,84.81,171.25,148.21,99.97,57.16,22.88,2.46,9.92,13.21,12.33,12.03,9.60,6.92,1.98,106.09,2.93,2.51,7633.84,0.62,4.42,4.46,0.76,5.51,0.62,39.09,13.33,46.30,10.92,6.83,13.95,13.62,18.28,4.65,13.37,50.34,8.88,14.20,14.33,14.98,4.02,10.98,7.17,25.25,16.80,8.44,32.22,285.57,346.61,375.56,172.97,178.03,174.78,63.07,53.82,51.82,2075.66,6409.13,10486.85,21.46,19.46,1.92,1.82,99.29,38.46,46.87,22.72,22.80,23.20,22.10,22.05,22.09,21.49,21.30,21.26,48.45,0.28,52.77,55.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,1994,23.72,19.14,17.97,15.06,10.00,7.67,6.45,17.51,27.71,55.91,68.27,23.99,30.94,0.15,0.34,0.33,0.03,0.12,0.12,0.00,0.01,0.01,67.41,5.00,21.87,0.36,10.72,10.34,1.90,100.00,30.67,8.89,50.38,16.69,36.08,12.54,56.68,22.94,15.34,68.22,146.77,244.73,248.53,223.85,159.19,77.31,26.19,21.44,21.06,22.66,22.40,27.00,21.38,14.44,196.83,5.63,5.71,2809.50,1.37,6.62,6.56,2.27,10.89,0.39,34.30,2.93,4.95,33.83,13.92,16.28,8.98,70.91,15.61,63.27,6.86,28.78,16.83,10.89,66.07,18.52,61.68,67.80,92.03,43.91,48.12,153.51,218.15,235.88,250.76,103.50,98.15,100.25,8.32,3.04,3.04,1242.06,3533.23,6014.83,18.71,15.52,3.22,2.66,70.85,4.92,13.13,28.69,28.79,29.35,26.63,26.49,26.54,24.73,24.51,24.51,74.28,0.38,26.80,20.75,,,,7.64,8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,1994,3.07,9.75,13.48,12.68,12.38,10.08,9.09,18.91,23.30,37.23,65.55,,36.95,0.09,0.14,0.14,0.00,0.04,0.05,0.00,0.02,0.02,30.78,3.69,17.86,11.82,21.90,17.29,3.46,87.51,95.01,58.06,64.38,78.97,67.42,41.00,47.05,57.21,90.02,98.51,114.35,226.46,221.28,148.13,85.13,32.25,6.78,8.74,9.44,9.03,8.81,7.58,5.02,2.56,141.63,4.17,1.97,6623.66,0.82,5.27,5.36,0.79,4.72,0.57,13.38,,56.44,28.45,,,86.71,13.29,75.74,13.78,37.48,21.63,,61.38,9.36,52.36,10.82,18.91,56.56,29.11,27.45,74.20,16.11,27.53,27.93,3.66,4.42,4.77,0.03,0.03,0.02,43.96,159.29,285.96,19.62,,2.62,2.24,70.29,29.82,31.39,28.68,28.68,28.97,21.18,21.43,21.36,12.75,12.15,11.61,13.79,0.37,74.35,79.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,1994,17.42,17.69,18.18,16.07,12.80,9.61,8.22,18.47,29.28,54.66,71.20,19.00,32.04,0.25,0.27,0.28,0.06,0.11,0.12,0.00,0.03,0.03,40.19,31.48,43.50,1.99,16.31,14.70,4.87,100.00,27.81,8.45,41.79,12.59,29.84,11.24,45.59,15.96,8.16,67.36,106.17,223.99,232.13,207.59,148.98,84.47,19.80,19.88,31.31,25.27,28.89,25.59,26.52,13.97,176.86,5.12,4.65,2053.69,0.79,3.84,3.94,1.18,5.47,0.47,24.08,2.39,14.11,16.94,1.74,20.68,5.78,73.92,13.76,45.94,15.28,17.49,20.98,6.75,71.50,14.64,43.19,59.43,67.03,39.20,27.83,122.09,226.68,281.91,303.23,87.36,90.90,91.11,4.56,1.07,0.62,1048.34,3272.50,5466.51,19.96,17.00,2.97,2.50,89.51,9.12,17.38,29.58,29.90,30.25,27.30,27.20,27.18,25.39,25.01,24.96,74.32,0.35,24.61,20.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1994,6.28,15.51,16.94,14.27,12.34,9.83,8.39,17.81,26.16,,77.92,,24.38,0.17,0.12,0.12,0.06,0.03,0.03,0.01,0.01,0.01,42.16,3.35,17.00,0.97,24.25,20.23,3.10,93.75,62.10,9.88,43.34,26.65,53.35,8.99,38.94,24.18,54.55,85.32,,,,,,,,,,,,,,,124.77,3.30,2.52,2215.15,0.80,5.47,5.52,0.83,5.59,0.50,36.34,2.00,,,9.87,16.75,22.54,75.65,21.59,33.41,,,13.92,18.50,61.05,18.43,28.17,25.27,61.63,37.36,24.27,85.11,377.47,465.52,516.45,121.96,127.92,131.25,2.93,2.03,1.51,1463.46,4605.04,7875.04,19.16,,2.53,2.24,77.92,29.76,34.64,28.76,29.15,29.36,23.22,23.21,23.29,16.13,15.55,15.35,30.57,0.30,36.91,31.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,1994,2.80,10.10,14.01,13.95,12.44,9.14,8.16,18.42,23.15,59.52,65.73,,15.91,0.19,0.19,0.20,0.06,0.06,0.06,0.01,0.01,0.01,12.82,17.43,38.75,7.57,19.03,17.43,3.79,88.13,50.82,6.53,53.08,32.80,35.77,4.71,39.65,24.55,39.22,88.85,54.51,155.52,160.27,127.60,74.55,32.00,7.23,8.96,11.72,13.22,14.57,12.30,10.03,5.17,106.34,3.06,2.16,6113.75,0.64,,4.73,0.57,3.76,0.55,40.76,3.11,9.71,20.88,15.29,12.99,,,12.43,44.08,6.82,14.96,8.71,,,8.27,31.40,26.37,58.60,28.03,30.57,83.31,409.19,434.89,458.10,201.42,202.98,200.56,50.97,45.83,41.46,2416.98,7307.17,12033.39,18.83,17.25,2.30,2.02,64.81,30.64,33.01,26.57,26.70,26.86,25.93,25.95,25.96,25.13,25.05,25.02,,0.26,41.12,37.62,1.06,1.09,6.61,17.68,24.64,45.73,8.43,40.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,1994,22.84,22.22,16.73,13.91,10.52,8.03,5.75,18.30,27.60,82.39,60.71,30.53,25.95,0.11,0.18,0.12,0.02,0.04,0.03,0.00,0.00,0.00,16.67,19.60,56.17,7.25,27.17,26.00,6.31,100.00,14.99,3.91,55.44,8.84,17.14,6.01,62.77,13.27,3.90,39.63,104.96,252.17,230.45,188.46,131.60,60.23,45.20,13.09,18.20,19.50,20.47,19.60,16.43,22.09,173.08,5.07,3.67,2640.45,0.85,4.62,4.60,1.20,6.41,0.46,22.38,,1.15,64.45,,27.66,13.51,80.16,24.32,51.88,2.02,63.12,28.76,15.20,78.90,25.02,53.79,38.58,61.92,27.39,34.53,97.52,209.79,253.82,261.86,97.71,84.94,90.00,26.69,9.26,8.95,1172.57,3057.73,5399.88,19.07,16.42,2.98,2.64,95.72,22.05,27.40,22.86,23.19,23.19,21.36,21.51,21.42,19.72,19.68,19.61,49.41,0.55,20.98,16.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,1994,22.82,19.77,16.41,14.33,11.81,8.81,6.06,17.62,28.05,68.68,61.47,24.10,22.18,0.28,0.24,0.22,0.15,0.14,0.10,0.07,0.05,0.03,23.67,2.85,51.43,0.86,24.89,23.75,3.45,100.00,8.20,1.46,35.11,3.75,11.14,2.13,41.28,5.64,1.38,37.44,179.91,276.52,254.77,217.72,172.49,90.60,23.04,14.76,21.36,19.27,22.43,21.18,20.71,15.48,211.81,6.08,7.52,1447.07,1.04,4.65,4.98,1.28,6.26,0.44,4.15,1.07,8.45,31.74,0.77,20.82,2.20,81.49,5.99,82.51,10.79,30.36,20.77,2.90,81.25,7.55,79.09,74.34,94.53,39.68,54.85,161.70,371.64,381.25,395.85,98.25,96.18,99.88,9.14,7.35,5.90,1179.00,3462.49,5993.03,18.80,16.32,3.23,2.62,61.19,4.67,13.15,25.95,26.25,26.30,23.50,23.50,23.50,19.95,19.77,19.64,76.38,0.41,13.29,9.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,1994,22.79,20.38,16.65,13.22,10.62,9.40,6.93,17.32,28.15,83.47,72.68,16.67,13.24,0.50,0.33,0.25,0.31,0.17,0.12,0.19,0.08,0.05,36.07,9.21,57.02,2.03,6.91,6.78,3.46,90.04,3.72,,39.86,,4.76,,45.16,,1.34,20.86,156.16,293.56,279.75,251.60,191.55,111.71,49.62,10.89,13.27,14.37,15.24,14.94,16.23,15.14,223.79,6.67,4.87,769.75,0.87,4.42,4.51,1.14,5.71,0.35,26.03,1.06,0.05,85.30,0.92,30.17,2.59,96.74,10.36,48.47,0.08,82.70,30.61,3.51,95.55,11.62,46.96,103.40,123.54,41.09,82.45,214.00,196.56,295.54,335.05,65.06,78.64,85.94,0.05,0.05,0.04,780.75,2831.16,5156.11,18.80,,3.37,2.53,89.11,9.93,15.01,25.25,25.71,26.19,22.44,22.35,22.29,18.21,18.16,18.15,35.76,0.49,13.04,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
