country_name,year,DM_age_15.19_p,DM_age_20.24_p,DM_age_25.29_p,DM_age_30.34_p,DM_age_35.39_p,DM_age_40.44_p,DM_age_45.49_p,DM_age_marr_mean,DM_age_mean,DM_born_rural_p,DM_marr_p,DM_nvr_marr_p,DM_urban_p,drought_spei03_n1_share12,drought_spei03_n1_share36,drought_spei03_n1_share60,drought_spei03_n1.5_share12,drought_spei03_n1.5_share36,drought_spei03_n1.5_share60,drought_spei03_n2_share12,drought_spei03_n2_share36,drought_spei03_n2_share60,ED_attainment_no_educ_p,ED_attainment_primary_completed_p,ED_attainment_primary_p,ED_attainment_secondary_completed_p,ED_attainment_secondary_higher_p,ED_attainment_secondary_p,ED_educ_years_mean,ED_litt_p,EI_elec_p,EI_fridge_p,EI_radio_p,EI_tv_p,EI_women_elec_p,EI_women_fridge_p,EI_women_radio_p,EI_women_tv_p,ER_elec_rural_p,ER_elec_urban_p,FP_desired_mean,gdp_pc,HD_children_mean,HD_size_defacto_mean,HD_size_dejure_mean,HD_women_children_mean,HD_women_size_mean,hdi,HH_bicycle_p,HH_car_p,HH_floor_high_p,HH_floor_low_p,HH_motorcycle_p,HH_time_water_mean,HH_toilet_high_p,HH_toilet_low_p,HH_water_high_p,HH_water_low_p,HH_women_floor_high_p,HH_women_floor_low_p,HH_women_time_water_mean,HH_women_toilet_high_p,HH_women_toilet_low_p,HH_women_water_high_p,HH_women_water_low_p,pre_max12,pre_max36,pre_max60,pre_mean12,pre_mean36,pre_mean60,pre_min12,pre_min36,pre_min60,pre_sum12,pre_sum36,pre_sum60,RH_age_first_birth_mean,RH_children_born_mean,RH_children_living_mean,RH_contr_modern_know_p,tmp_max12,tmp_max36,tmp_max60,tmp_mean12,tmp_mean36,tmp_mean60,tmp_min12,tmp_min36,tmp_min60,WK_working_p,WL_wealth_gini,WL_wealth_mean,WL_wealth_median,RH_family_planning_mobile_p,RH_family_planning_radio_p,RH_family_planning_tv_p,WK_working_agri_p,RH_family_planning_news_p,WK_working12_p,DM_age_diff_mean,EI_telephone_p,EI_women_telephone_p,DP_decide_health_p,DP_decide_large_purchase_p,DP_decide_money_p,DP_decide_visits_p,EI_modern_cooking_p,EI_news_week_p,EI_radio_week_p,EI_tv_week_p,EI_women_modern_cooking_p,HL_smoke_cig_p,HL_smoke_p,WK_working_paid_p,HL_number_cigarettes_mean,HL_smoke10_p,HL_smoke15_p,HL_smoke5_p,NT_women_anemia_any_p,ED_litt_whole_p,DP_earn_more_equal_p,DP_earn_more_p,HL_health_insur_p,HH_watch_p,DP_owns_house_p,DP_owns_land_p,DP_decide_contraception_p,EI_computer_p,DP_decide_no_contraception_p,EI_internet_day_p,EI_internet_week_p,EI_mobile_p
Congo Democratic Republic,2012,21.39,20.33,18.33,13.85,11.43,8.24,6.44,18.14,28.08,,65.18,24.86,38.15,0.05,0.09,0.12,0.03,0.04,0.05,0.00,0.01,0.02,17.11,8.69,38.36,7.23,44.53,41.48,5.81,62.37,14.90,4.65,44.50,15.79,17.15,6.32,48.44,19.23,0.64,30.88,6.23,682.47,1.21,5.21,5.32,1.54,6.77,0.41,22.73,1.40,1.23,80.70,4.41,32.67,7.42,62.16,15.49,47.31,1.61,77.40,33.33,,,17.70,44.72,229.98,237.62,251.71,127.15,124.95,124.96,26.49,23.50,23.35,1525.77,4498.35,7497.52,19.70,3.10,2.66,86.20,24.93,25.16,25.52,24.04,23.99,24.10,22.81,22.59,22.57,66.41,0.60,18.69,15.86,,11.64,5.11,57.97,2.51,71.77,6.91,0.76,0.95,12.30,15.04,28.46,,2.79,7.72,23.75,15.52,2.73,0.77,3.21,40.54,16.62,18.36,13.77,35.84,41.33,52.01,,,,,,,,,,,,
Cote d'Ivoire,2012,19.48,19.52,18.63,14.77,11.47,8.91,7.22,18.56,28.63,,67.23,26.90,37.65,0.10,0.08,0.09,0.04,0.02,0.02,0.00,0.00,0.00,60.28,7.72,22.72,2.01,17.00,15.47,2.76,31.28,47.34,7.89,53.43,34.61,51.81,11.73,58.46,41.10,27.92,85.37,5.44,2753.93,1.02,5.05,5.16,1.59,7.67,0.45,46.99,2.30,6.95,25.78,26.00,23.88,13.37,59.12,23.46,21.88,9.32,22.61,25.32,17.65,55.35,27.17,21.18,236.60,293.10,294.57,110.52,118.71,115.20,8.75,7.42,5.70,1326.23,4273.68,6911.97,19.09,2.98,2.54,91.59,29.64,30.35,30.35,26.87,26.98,26.91,25.01,24.94,24.46,68.79,0.40,33.08,29.80,,13.97,18.68,41.54,4.19,72.01,9.19,1.46,2.60,9.11,8.85,72.95,,6.86,6.35,22.98,39.05,7.49,0.21,1.66,48.73,49.37,4.36,2.66,11.34,52.83,28.00,8.61,4.91,1.99,34.46,33.42,28.95,,,,,,
Egypt,2012,2.30,9.63,14.95,12.77,11.79,10.07,9.46,20.23,23.67,,66.28,,34.90,0.47,0.43,0.44,0.22,0.23,0.24,0.00,0.06,0.09,17.47,3.11,7.90,25.94,45.61,34.96,5.72,51.57,99.76,95.24,44.29,96.72,71.56,69.02,31.39,70.04,99.27,99.86,2.08,10108.64,0.60,4.16,4.20,0.61,3.65,0.68,6.38,9.61,76.85,5.83,5.29,18.63,99.69,0.21,94.82,0.24,54.24,4.30,13.51,71.53,0.12,67.68,0.19,19.95,20.03,21.34,4.36,3.58,3.13,0.07,0.06,0.01,52.30,128.75,187.60,20.36,1.93,1.84,70.88,29.07,29.89,29.89,22.45,22.38,22.42,14.16,12.81,12.81,11.26,0.30,77.28,77.47,,6.60,31.14,10.83,2.95,11.58,4.60,32.11,20.36,13.14,4.35,26.26,,,6.18,19.18,68.68,,,,77.34,,,,,,47.54,30.19,7.38,,75.08,,,,,,,,
Ethiopia,2012,23.10,19.16,19.46,12.82,11.66,7.72,6.07,16.98,27.52,,61.47,26.81,39.47,0.35,0.21,0.22,0.13,0.06,0.08,0.02,0.01,0.01,47.51,4.31,35.31,1.90,17.18,10.21,3.66,40.98,39.14,9.33,41.48,22.90,40.39,12.44,45.84,27.08,11.29,83.76,5.13,,0.78,4.34,4.44,0.95,5.70,,3.23,1.58,21.17,70.69,0.59,57.76,5.17,70.72,21.95,33.87,22.24,69.10,58.21,6.13,69.42,22.39,33.90,185.92,237.57,249.36,65.49,71.18,71.89,5.39,3.06,1.39,785.90,2562.43,4313.24,19.20,2.65,2.24,94.23,25.60,25.89,25.92,23.28,23.07,22.89,21.20,20.44,20.06,36.76,0.62,20.27,15.22,,33.53,28.82,27.27,10.44,49.88,7.91,8.29,10.73,19.65,10.21,36.44,,8.72,5.40,21.32,25.19,8.30,1.32,2.70,53.54,28.14,9.91,2.38,16.89,22.67,31.23,33.81,14.18,1.39,41.00,50.63,37.89,,,,,,
Gabon,2012,22.48,19.28,15.75,13.05,11.79,9.35,8.31,19.90,28.64,,54.74,34.51,77.77,0.17,0.13,0.09,0.07,0.07,0.04,0.00,0.03,0.02,4.03,7.53,29.32,2.62,66.66,61.46,7.55,85.78,79.15,23.54,50.22,72.00,86.17,26.84,51.86,82.81,42.58,95.86,4.87,17518.77,0.79,4.34,4.33,1.42,7.11,0.68,2.54,10.86,20.53,23.33,1.01,35.05,22.55,55.37,52.02,11.76,23.37,18.51,38.07,25.02,52.75,54.87,11.00,405.46,405.46,418.78,155.71,153.87,163.36,10.34,3.59,3.43,1868.50,5539.23,9801.89,18.87,2.59,2.38,98.08,26.72,27.16,27.16,25.50,25.66,25.63,23.81,23.65,23.65,42.33,0.49,44.56,44.41,,16.58,29.07,17.97,16.40,47.91,7.24,1.20,1.49,23.92,36.25,60.62,,70.22,30.53,36.84,83.08,77.23,2.42,2.76,75.07,11.88,15.10,8.48,33.05,58.75,80.09,20.62,11.21,51.75,53.88,24.56,23.59,,,,,,
Ghana,2012,19.58,17.14,16.61,13.73,13.40,10.44,9.09,19.37,29.43,,59.43,31.43,42.87,0.03,0.12,0.15,0.00,0.03,0.04,0.00,0.01,0.01,25.82,5.57,19.86,8.96,54.32,49.81,6.13,48.31,64.71,24.59,67.56,47.10,64.89,27.71,69.39,49.93,51.74,85.49,4.51,3535.36,0.64,3.77,3.84,0.94,5.27,0.56,33.22,6.45,21.96,12.06,11.16,17.96,15.10,36.04,24.90,12.64,21.76,12.07,18.75,14.85,36.68,23.92,12.40,233.71,243.16,262.56,102.50,97.39,98.53,16.66,2.61,2.61,1229.97,3505.96,5911.89,20.46,2.48,2.22,97.91,29.72,30.43,30.82,27.65,27.62,27.71,25.69,25.41,25.39,73.23,0.35,39.17,37.40,,54.21,40.96,33.70,6.77,75.86,7.21,1.63,1.73,24.22,20.18,62.16,,16.62,9.30,59.13,46.54,15.44,0.09,0.47,55.74,23.69,,,,47.75,37.68,18.84,9.89,58.32,,,,,,,,,
Guatemala,2012,22.58,18.99,15.52,13.86,11.64,9.39,8.02,18.31,28.58,,61.05,29.91,39.34,0.19,0.16,0.14,0.07,0.06,0.06,0.00,0.01,0.02,18.11,16.45,47.72,8.05,34.17,29.10,5.49,86.07,79.14,37.91,69.10,63.29,80.61,39.22,71.68,66.10,73.25,93.37,3.36,5929.16,0.71,4.91,4.93,0.87,6.13,0.62,29.90,16.56,19.23,36.92,18.41,17.79,44.65,48.11,66.69,7.60,18.99,36.21,17.87,44.76,47.85,66.84,7.75,520.71,600.61,667.84,231.93,241.03,248.43,22.10,19.89,19.49,2783.20,8676.91,14905.91,19.95,2.36,2.21,93.69,24.30,24.36,24.82,22.61,22.60,22.58,20.72,20.38,19.35,38.31,0.38,49.31,48.91,,41.01,36.62,12.60,30.87,44.03,3.84,9.53,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,2012,21.38,17.05,17.39,13.13,12.54,9.77,8.75,16.60,28.80,,76.17,19.90,29.31,0.20,0.22,0.23,0.16,0.12,0.11,0.06,0.04,0.03,70.83,2.25,13.26,1.27,15.90,13.52,2.20,20.44,21.72,8.17,61.37,21.81,23.44,9.58,64.72,24.71,2.68,57.07,5.91,1204.59,1.19,6.13,6.21,1.58,8.10,0.41,22.11,5.47,6.00,48.44,24.33,28.81,15.08,59.69,18.67,27.43,7.47,45.41,29.82,16.07,57.76,18.70,26.54,452.00,542.81,603.36,145.98,158.41,154.78,1.50,1.38,1.38,1751.77,5702.67,9286.67,18.67,3.14,2.61,88.18,28.59,29.64,29.64,26.01,26.21,26.12,23.99,23.98,23.38,73.38,0.40,27.54,23.96,,28.62,8.76,55.95,2.48,75.43,13.59,0.64,0.89,7.43,15.53,73.09,,0.29,3.60,37.90,24.54,0.18,0.75,1.29,37.75,5.74,12.35,5.03,34.25,49.21,17.06,18.67,10.69,,,39.16,29.79,,,,,,
Haiti,2012,25.47,19.01,15.67,12.29,10.19,8.71,8.66,20.54,28.08,,54.42,37.88,34.15,0.29,0.27,0.17,0.09,0.07,0.04,0.00,0.00,0.00,17.08,4.66,40.67,0.92,42.25,38.71,5.49,69.68,23.83,5.93,49.91,18.45,28.54,8.16,54.64,23.77,10.90,51.51,2.85,1697.06,0.69,4.62,4.64,0.95,6.15,0.49,8.98,3.00,0.17,99.22,8.67,32.91,5.80,53.05,13.29,41.10,,,31.77,7.13,49.03,27.91,37.05,450.39,468.18,504.71,134.11,127.95,131.23,25.34,21.48,21.48,1609.31,4606.36,7873.67,21.34,2.10,1.86,99.77,26.42,26.91,26.91,24.88,24.96,24.88,22.77,22.51,22.47,40.70,0.40,27.17,23.63,,41.84,14.07,12.76,8.78,51.60,5.93,1.38,1.74,31.97,39.09,49.83,,1.83,18.25,64.78,24.61,1.83,1.68,4.47,77.52,9.48,18.82,7.43,33.51,47.31,59.74,32.36,16.76,2.20,15.95,32.17,33.28,,,,,,
Indonesia,2012,15.67,14.37,15.93,15.18,14.76,12.94,11.15,19.98,31.08,,72.53,22.70,43.94,0.04,0.07,0.08,0.01,0.02,0.02,0.00,0.00,0.00,4.06,18.97,30.40,23.67,65.53,51.69,9.00,91.45,91.70,40.90,26.89,77.66,93.14,46.24,28.73,82.86,88.29,98.49,2.67,9242.71,0.51,4.07,4.15,0.62,5.06,0.68,33.50,8.95,33.61,6.29,65.90,8.56,0.00,30.82,38.56,31.45,35.88,5.31,8.33,0.00,29.18,40.21,29.77,403.59,460.49,474.76,217.55,234.87,228.72,69.79,58.95,57.49,2610.65,8455.21,13723.43,21.51,1.86,1.72,96.85,26.86,27.28,27.29,26.21,26.25,26.16,25.55,25.37,25.14,57.44,0.25,52.03,52.63,,9.33,42.66,25.69,14.11,62.65,4.55,5.71,6.54,31.94,19.07,61.60,,54.81,14.46,18.05,82.67,57.98,2.60,3.20,66.25,13.97,22.03,9.97,39.70,,87.40,37.30,17.30,40.81,,49.62,44.98,,,,,,
Jordan,2012,1.24,6.05,10.27,10.60,10.66,10.23,7.77,21.11,19.62,,53.98,,42.76,0.47,0.51,0.53,0.42,0.40,0.36,0.17,0.20,0.18,1.89,2.03,4.60,7.30,50.33,31.93,6.29,72.00,99.45,98.30,33.58,99.04,57.46,56.90,17.67,57.40,99.37,99.47,2.25,9515.70,0.77,5.09,5.16,0.61,3.39,0.74,,51.87,94.10,0.11,,38.82,99.78,0.02,91.14,8.10,54.92,0.06,25.11,57.72,0.01,53.12,4.17,27.30,41.55,42.70,8.33,9.05,7.91,0.04,0.01,0.00,99.92,325.93,474.62,18.90,2.07,2.00,56.79,29.46,29.84,29.84,19.38,19.94,19.74,8.18,8.18,6.01,10.35,0.44,86.37,86.04,21.65,13.16,46.37,2.53,17.47,8.91,3.25,17.63,6.88,20.89,9.42,,,100.00,18.70,19.21,55.14,57.80,5.28,8.65,,7.41,31.82,23.72,41.08,,,,,,,3.39,4.28,,,,,,
Kenya,2012,,,,,,,,19.19,,,,,,0.19,0.14,0.17,0.05,0.04,0.04,0.01,0.00,0.01,,,,,,,,,31.40,6.66,65.49,31.32,,,,,9.60,58.28,,2874.33,0.73,4.05,4.15,,,0.54,22.24,4.67,5.64,51.46,4.96,34.08,17.58,47.98,28.16,31.28,,,,,,,,164.00,234.31,235.19,77.94,87.10,82.82,19.33,14.54,13.59,935.31,3135.54,4969.25,,,,,24.03,24.31,24.54,22.64,22.55,22.68,21.10,20.67,20.64,,0.57,26.77,22.31,,,,,,,,1.08,,,,,,17.13,,,,,,,,,,,,,,,,,27.42,,,,,,,,
Lesotho,2012,23.74,20.05,15.93,13.35,10.38,8.65,7.89,19.26,28.13,,55.09,32.67,26.35,0.32,0.34,0.26,0.08,0.11,0.07,0.00,0.00,0.00,1.47,22.50,46.04,8.43,52.49,46.60,7.82,96.23,18.97,15.00,54.23,19.70,22.78,19.07,59.17,25.28,9.01,51.49,2.76,2504.80,0.53,3.52,3.51,0.79,5.68,0.49,1.86,7.45,30.98,42.66,0.20,25.72,2.02,47.91,17.62,19.37,34.65,36.96,26.29,2.14,44.64,19.84,18.49,167.99,180.88,220.94,59.22,57.07,63.38,5.59,2.34,2.25,710.69,2054.39,3802.54,20.59,1.86,1.68,97.81,18.81,18.94,18.94,12.95,12.88,12.88,6.31,6.30,5.89,33.51,0.46,25.01,20.47,,20.03,8.27,19.27,9.13,41.51,5.63,2.83,3.48,40.65,14.14,35.28,,34.21,13.45,56.16,21.66,36.86,0.17,10.10,72.73,1.92,,,7.27,26.06,88.65,29.68,19.08,4.17,21.36,,,,,,,,
Liberia,2012,19.84,17.50,17.28,13.88,13.25,9.73,8.52,18.10,29.23,,64.47,25.18,38.43,0.17,0.08,0.05,0.11,0.05,0.03,0.03,0.01,0.01,40.23,3.99,34.97,3.51,24.79,22.96,3.43,37.88,4.54,2.53,51.59,6.83,5.29,3.03,55.29,9.08,1.28,6.61,5.15,812.60,1.04,4.94,5.11,1.44,6.70,0.42,2.74,1.82,4.06,63.62,7.18,16.71,8.29,68.54,1.95,32.68,4.31,60.74,17.26,9.21,67.09,1.91,31.62,418.32,547.56,547.56,194.98,212.80,212.27,25.60,21.29,19.58,2339.73,7660.82,12736.31,18.59,3.35,2.76,94.57,27.23,27.65,28.11,25.63,25.68,25.70,24.21,24.13,23.95,55.37,0.52,17.13,14.73,,61.81,4.51,50.61,3.73,58.63,6.44,,,,26.41,24.95,,,6.00,36.04,13.57,,0.56,1.64,43.20,37.45,3.46,0.51,26.43,,28.25,37.69,15.21,,31.23,,,,,,,,
Malawi,2012,21.75,20.10,17.92,14.23,11.42,7.87,6.72,17.63,28.06,,67.58,19.86,17.21,0.28,0.22,0.26,0.10,0.07,0.10,0.01,0.00,0.03,11.50,9.80,65.01,6.17,23.49,21.27,5.97,72.02,9.41,4.59,48.81,11.47,11.89,6.35,52.50,14.79,4.05,38.21,3.88,1097.15,0.91,4.63,4.68,1.12,5.65,0.46,41.55,2.35,0.53,75.12,1.60,34.37,2.32,59.22,9.23,16.75,0.73,71.75,34.88,3.07,57.67,11.09,15.67,238.17,292.95,339.32,82.39,86.60,86.25,0.79,0.51,0.30,988.63,3117.62,5174.85,18.76,2.96,2.56,97.84,25.40,25.86,26.16,22.89,22.61,22.60,19.11,18.04,18.02,57.06,0.56,18.22,13.90,,53.40,11.29,57.97,13.22,69.63,5.69,2.16,2.91,19.64,9.61,34.11,,1.79,11.13,47.86,15.07,2.17,0.47,1.05,38.97,31.25,21.88,2.60,41.14,30.06,63.31,23.62,9.83,,21.14,,,,,,,,
Maldives,2012,6.40,13.89,16.52,14.58,12.42,10.33,8.27,19.39,26.09,,67.16,,13.00,,,,,,,,,,12.68,15.12,25.76,1.93,43.78,35.99,6.18,90.78,99.86,89.18,76.98,94.79,82.61,76.91,63.23,80.11,99.85,99.88,2.49,,0.76,5.81,5.96,0.86,6.12,,47.67,4.07,63.20,1.12,42.19,13.67,97.99,1.19,24.62,74.38,56.41,0.85,11.56,81.61,0.54,20.62,61.25,,,,,,,,,,,,,20.48,1.88,1.79,80.11,,,,,,,,,,33.28,0.19,68.39,68.71,,26.52,25.32,2.59,18.52,38.08,3.47,12.23,9.34,16.41,16.26,25.01,,96.01,31.64,48.90,74.56,79.82,2.45,5.32,81.49,15.94,13.46,4.49,27.27,,,25.50,12.44,,69.03,,,,,,,,
Mali,2012,19.35,17.39,19.48,15.15,12.60,9.04,6.98,17.43,28.56,,82.79,14.14,28.52,0.12,0.24,0.24,0.04,0.11,0.08,0.01,0.03,0.02,75.54,2.31,9.95,1.05,14.52,13.34,1.80,20.53,26.00,6.77,70.21,30.07,28.21,8.24,72.77,33.68,10.69,63.13,6.23,2011.32,1.23,5.45,5.58,1.54,6.90,0.42,43.03,4.61,3.58,75.12,42.39,18.14,7.04,59.36,12.09,35.45,4.07,73.72,18.49,7.01,58.31,13.01,34.12,209.72,215.65,221.95,54.35,53.03,52.75,0.00,0.00,0.00,652.22,1908.96,3164.77,19.64,3.28,2.80,77.41,33.61,34.38,34.53,28.59,28.81,28.76,23.21,22.75,22.02,39.60,0.47,26.12,22.30,3.78,50.97,36.37,18.97,3.80,43.26,11.97,2.53,3.09,8.77,8.03,78.32,,0.79,5.44,50.26,32.88,0.51,0.33,2.36,63.05,11.39,34.79,18.28,54.65,55.05,15.46,13.18,7.52,2.87,44.23,48.35,37.91,,,,,,
Namibia,2012,20.57,18.54,16.29,13.93,12.24,10.20,8.24,23.44,29.06,,36.93,56.25,49.98,0.18,0.15,0.15,0.03,0.04,0.04,0.00,0.01,0.01,6.74,6.75,21.90,15.03,71.36,64.63,8.54,90.92,45.46,38.92,68.81,40.20,49.58,43.91,71.00,46.06,30.76,67.90,3.20,8916.92,0.71,4.19,4.21,1.10,6.02,0.62,13.45,24.24,22.75,37.46,1.85,22.14,38.25,53.90,50.70,10.63,,,23.01,40.18,51.75,52.98,10.59,79.47,139.15,159.65,24.51,30.88,31.60,0.04,0.03,0.02,294.15,1111.73,1896.26,20.88,2.00,1.87,99.39,25.48,25.72,25.94,21.35,21.28,21.39,15.40,14.83,14.79,41.24,0.41,42.68,39.74,,41.28,26.75,6.26,28.62,44.96,5.77,10.06,9.88,45.00,24.49,39.61,,39.81,35.11,61.09,40.43,41.01,5.48,7.18,84.84,22.31,24.94,14.75,48.07,,85.86,26.28,13.98,15.36,43.46,,,,,,,,
Niger,2012,16.61,17.61,20.45,16.30,13.07,9.02,6.95,16.18,28.85,,86.43,9.62,25.52,0.25,0.27,0.22,0.03,0.07,0.06,0.00,0.02,0.01,75.20,1.94,13.62,0.37,11.10,10.12,1.61,17.65,20.72,5.51,53.51,17.47,22.31,7.10,57.36,19.64,5.45,55.43,9.00,904.13,1.46,5.77,5.98,1.90,7.51,0.34,11.76,3.49,3.06,79.94,13.03,40.04,4.17,74.66,11.73,30.22,,,40.37,4.39,73.11,12.81,29.80,126.18,134.52,163.70,28.38,30.58,31.80,0.00,0.00,0.00,340.61,1100.73,1907.91,18.85,4.04,3.24,89.40,34.44,35.06,35.06,29.12,29.41,29.23,22.27,22.24,20.14,26.09,0.49,18.25,15.31,,47.52,17.82,11.41,2.28,30.78,11.07,1.43,1.50,3.96,3.77,85.00,,1.70,3.08,39.03,20.11,1.15,,1.92,79.61,,,,,46.88,13.81,10.51,8.02,2.81,40.63,36.55,32.68,,,,,,
Nigeria,2012,20.00,17.65,18.48,13.94,12.03,9.29,8.61,18.58,28.78,,68.30,26.79,43.04,0.08,0.13,0.13,0.00,0.04,0.04,0.00,0.00,0.00,31.28,13.13,18.92,20.12,49.80,39.61,6.72,58.42,54.49,18.22,68.86,46.81,55.56,21.56,71.83,51.10,39.26,82.13,6.17,5292.31,0.89,4.49,4.50,1.26,6.23,0.51,19.82,8.89,19.78,33.66,30.06,24.86,22.89,46.14,8.68,35.30,19.92,33.01,25.38,24.15,45.30,8.28,34.88,282.77,306.81,318.51,120.79,117.80,118.44,7.03,6.05,5.84,1449.52,4240.71,7106.10,20.21,2.91,2.44,82.80,30.34,30.63,30.84,27.10,27.23,27.31,24.58,24.31,24.29,62.36,0.47,35.56,33.98,,35.21,22.36,20.08,8.14,63.97,9.88,2.06,2.26,8.55,7.14,62.57,,28.19,10.77,42.83,39.08,26.58,0.24,0.50,74.55,47.16,21.94,6.61,44.30,,52.15,12.52,5.80,2.09,,,,,,,,,
Pakistan,2012,2.98,10.48,13.44,11.79,10.90,8.19,7.78,18.31,21.17,,63.17,,17.66,0.22,0.23,0.22,0.09,0.09,0.08,0.00,0.02,0.01,43.63,4.52,7.52,5.01,14.39,9.32,1.82,22.40,90.76,32.75,18.95,49.86,60.19,23.15,13.06,34.26,86.92,99.71,3.05,4270.19,1.23,7.44,7.52,1.04,5.97,0.54,22.05,6.82,14.02,55.04,26.93,26.93,59.08,27.26,36.44,15.54,9.02,36.35,18.01,39.41,17.90,23.26,10.48,75.11,133.26,136.99,25.82,31.33,30.53,5.17,0.81,0.80,309.80,1127.77,1831.89,18.94,2.53,2.25,62.53,27.36,27.59,27.61,17.36,17.71,17.74,5.08,4.96,4.45,11.74,0.40,46.40,46.44,,2.22,12.09,18.07,2.48,13.00,3.56,8.33,5.71,5.95,3.63,33.14,,27.35,1.88,1.77,24.46,17.80,4.31,5.89,57.11,16.16,11.75,6.27,18.17,,19.04,15.75,9.78,,57.75,12.36,6.88,,,,,,
Peru,2012,18.97,15.10,14.15,14.62,13.59,12.82,10.76,19.95,30.48,36.03,61.09,29.37,64.74,0.11,0.18,0.17,0.01,0.05,0.05,0.00,0.01,0.01,3.05,10.39,27.28,23.15,69.67,45.19,9.16,93.04,84.95,33.94,80.92,75.28,88.20,39.38,83.42,82.76,68.88,97.47,2.35,8906.09,0.46,3.57,3.69,0.64,4.90,0.73,17.57,8.35,10.43,41.88,17.67,14.14,43.86,40.49,82.67,13.61,10.70,38.71,14.23,48.12,36.64,84.87,11.41,178.06,304.99,319.20,75.07,76.22,76.40,11.33,10.74,10.20,900.79,2743.91,4583.85,20.92,2.04,1.92,70.28,17.95,18.79,18.79,16.67,16.76,16.64,15.22,14.53,14.40,62.43,0.31,51.41,52.65,,40.24,41.74,,27.84,74.04,4.04,15.25,16.83,57.91,23.67,64.49,78.64,57.20,29.16,61.23,65.70,61.92,3.03,3.03,68.07,1.32,3.66,1.50,7.04,19.52,89.56,30.81,12.95,58.50,,,,,,,,,
Philippines,2012,20.37,16.91,13.63,13.44,12.56,11.85,11.25,20.86,29.99,,62.96,32.57,40.38,0.04,0.03,0.09,0.01,0.01,0.02,0.00,0.00,0.01,1.79,10.55,19.57,27.24,78.64,46.80,9.83,99.18,82.72,35.18,55.48,67.61,85.36,39.40,57.72,72.42,77.38,91.12,2.96,5057.61,0.65,4.63,4.81,0.80,5.95,0.63,18.58,7.42,15.43,10.39,28.17,10.77,83.67,11.98,51.61,7.22,17.38,9.72,10.54,85.28,10.76,54.52,6.66,434.96,551.61,562.76,216.37,229.79,217.65,64.50,45.75,23.20,2596.48,8272.27,13059.30,22.33,2.07,1.97,98.05,27.41,27.56,27.64,26.06,25.96,25.93,24.73,24.15,24.10,48.50,0.21,56.57,57.67,,47.29,67.83,19.01,30.44,57.87,3.28,6.10,7.52,49.46,20.55,43.68,,27.58,23.58,53.98,77.17,29.76,4.97,5.57,80.19,11.74,24.48,9.91,45.94,,,41.22,21.38,,,,,,,,,,
Rwanda,2012,21.15,19.38,17.92,14.36,11.01,8.64,7.55,20.75,28.45,,50.46,39.01,22.37,0.07,0.15,0.12,0.00,0.04,0.03,0.00,0.00,0.00,13.38,17.07,65.44,4.24,21.18,18.60,4.94,79.44,19.84,2.29,61.12,10.07,21.99,3.61,65.01,13.44,10.19,41.36,3.30,1446.54,0.80,4.32,4.34,0.94,5.34,0.48,14.21,1.52,1.21,75.16,1.63,33.63,2.39,24.60,9.43,24.04,1.73,73.08,34.18,3.32,22.84,11.34,23.99,188.78,216.03,243.35,102.30,98.98,102.34,14.28,8.36,7.95,1227.63,3563.12,6140.47,21.94,2.30,1.98,99.42,20.41,20.65,20.66,19.61,19.58,19.56,18.86,18.53,18.30,73.12,0.35,19.52,17.88,,60.58,7.93,71.61,6.11,84.05,4.71,0.40,0.56,20.99,9.36,19.67,,0.48,4.93,67.46,15.55,0.24,0.40,2.92,29.18,31.35,19.50,19.50,32.27,17.62,71.76,31.39,10.41,,23.12,49.41,49.07,,,,,,
Senegal,2012,23.74,20.68,17.32,13.37,10.27,7.98,6.64,18.35,27.59,,65.27,30.34,41.15,0.13,0.36,0.38,0.04,0.10,0.12,0.00,0.00,0.02,55.02,4.02,22.03,0.84,22.95,21.39,3.14,38.58,49.71,17.63,70.59,46.05,52.91,21.13,76.53,52.17,26.98,81.97,5.44,2182.19,1.90,9.11,9.23,2.79,13.88,0.47,22.05,1.28,24.29,33.61,12.49,27.63,20.67,45.40,45.11,31.66,27.06,29.64,26.75,20.41,42.40,47.62,30.87,297.42,334.11,336.83,77.25,70.30,70.36,0.00,0.00,0.00,927.04,2530.90,4221.79,20.17,2.58,2.29,91.71,30.85,31.51,31.51,27.89,28.00,27.96,24.11,24.11,23.02,43.72,0.45,39.10,35.49,,28.60,27.50,31.38,3.89,54.52,11.71,7.03,8.92,5.71,4.48,81.17,,19.73,8.36,58.67,55.77,15.56,0.30,0.72,64.86,4.25,5.73,,31.63,54.01,30.49,8.88,5.14,5.70,,17.87,15.16,,,,,,
